n_agentes,espera_promedio_media,pct_cumple_sla_media,utilizacion_simulada_media,cumple_objetivo_90
4,43.1703286239274,82.38918226916307,56.91294692051767,False
5,10.507663239288181,94.4289753027151,45.53151418738047,True
6,2.6230307671959676,98.43281591721343,37.943236315491134,True
7,0.6222763309383493,99.61327145676643,32.52277398470669,True
8,0.1391114006407104,99.91465301114845,28.457427236618347,True
